mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	205		articStaccatoBelow										
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	206										54		
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	207												
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	208		articStaccatoBelow										
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	209		articStaccatoAbove										
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	210		articStaccatoAbove										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	211		articStaccatoBelow										
20	20	76	76	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	212		articStaccatoBelow										
20	20	77	77	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	213		articStaccatoBelow										
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	214		articStaccatoBelow										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	215		articStaccatoBelow										
20	20	76	76	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	216		articStaccatoBelow										
20	20	77	77	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	217		articStaccatoBelow										
20	20	78	78	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	218		articStaccatoBelow										
20	20	79	79	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	219		articStaccatoBelow										
21	21	80	80	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""10.6033""/><font face=""Times New Roman""/><b>Adagio</b>"									
21	21	80	80	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	1.0			
21	21	80	80	0.0	0	0	Spanner	4/4	1	1	0														15	
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	220										55	15	
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	221										55	15	
21	21	82	82	0.0	1/2	1/2	Spanner	4/4	1	1	0													55		
21	21	82	82	0.0	1/2	1/2	Spanner	4/4	1	1	0													55		15
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	222										55		15
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	223										55		15
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	224												15
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0				fp											
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0				fp											
21	21	80	80	4.0	0	0	Chord	4/4	2	1	1	1	1	225												
21	21	80	80	0.0	0	0	Dynamic	4/4	3	1	0				fp											
21	21	80	80	4.0	0	0	Chord	4/4	3	1	1	1	1	226												
21	21	80	80	0.0	0	0	Dynamic	4/4	4	1	0				fp											
21	21	80	80	4.0	0	0	Chord	4/4	4	1	1	1	1	227												
22	22	84	84	0.0	0	0	Dynamic	4/4	1	1	0				p											
22	22	84	84	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""10.6033""/><font face=""Times New Roman""/><b>Allegro</b>"									
22	22	84	84	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=120	120.0	𝅘𝅥	120.0	1.0			
22	22	84	84	0.0	0	0	Spanner	4/4	1	1	0															
22	22	84	84	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	228										56		
22	22	337/4	337/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	229										56		
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	230										56		
22	22	339/4	339/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	231										56		
22	22	85	85	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	232										56		
22	22	341/4	341/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	233										56		
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	234										56		
22	22	343/4	343/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	235										56		
22	22	86	86	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	236										56		
22	22	345/4	345/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	237										56		
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	238										56		
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	239										56		
22	22	87	87	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	240										56		
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	241										56		
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	242										56		
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	243												
22	22	84	84	0.0	0	0	Dynamic	4/4	2	1	0				p											
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	244												
22	22	84	84	0.0	0	0	Dynamic	4/4	3	1	0				p											
22	22	84	84	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	245												
22	22	84	84	0.0	0	0	Dynamic	4/4	4	1	0				p											
22	22	84	84	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	246												
23	23	88	88	4.0	0	0	Chord	4/4	1	1	1	1	1	247										57		
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	2	1	0				p											
23	23	89	89	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	248										58		
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	249										58		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	250										58		
23	23	91	91	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	251										58		
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	252												
23	23	89	89	0.0	1/4	1/4	Dynamic	4/4	4	1	0				p											
23	23	89	89	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	253										59		
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	254										59		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	255										59		
23	23	91	91	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	256										59		
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	257												
24	24	92	92	4.0	0	0	Chord	4/4	1	1	1	1	1	258												
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	259										60		
24	24	93	93	3.0	1/4	1/4	Chord	4/4	2	1	3/4	1/2	3/2	260												
24	24	95	95	0.0	3/4	3/4	Dynamic	4/4	3	1	0				p											
24	24	95	95	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	261										61		
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	262												
24	24	92	92	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	263										62		
24	24	93	93	3.0	1/4	1/4	Chord	4/4	4	1	3/4	1/2	3/2	264												
25	25	96	96	4.0	0	0	Chord	4/4	2	1	1	1	1	265										63		
25	25	96	96	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	266										64		
25	25	97	97	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	267										64		
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	268												
25	25	98	98	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	269										65		
25	25	99	99	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	270										65		
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	271												
26	26	100	100	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	272												
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	273												
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	274										66		
26	26	101	101	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	275										66		
26	26	103	103	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	276										66		
26	26	103	103	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	277										67		
26	26	415/4	415/4	0.0	15/16	15/16	Spanner	4/4	4	1	0														16	
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	278											16	
27	27	107	107	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	279										68		
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	280												
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	281										69		
27	27	105	105	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	282										69		
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	283										69		
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	284										69		
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	285												
27	27	104	104	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	286												
27	27	107	107	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	287												
27	27	104	104	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	288										70	16	
27	27	105	105	0.0	1/4	1/4	Spanner	4/4	4	1	0															
27	27	105	105	0.0	1/4	1/4	Spanner	4/4	4	1	0															16
27	27	105	105	3.0	1/4	1/4	Chord	4/4	4	1	3/4	1/2	3/2	289												16
28	28	108	108	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	290										71		
28	28	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	291												
28	28	110	110	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	292										72		
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	293												
28	28	111	111	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	294										73		
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	295												
28	28	108	108	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	296												
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	297												
28	28	108	108	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
28	28	108	108	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	298												
28	28	111	111	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	299												
28	28	108	108	0.0	0	0	Spanner	4/4	4	1	0															
28	28	109	109	0.0	1/4	1/4	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
28	28	109	109	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	300										74		
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	301												
28	28	110	110	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	302										75		
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	303												
28	28	111	111	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	304										76		
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	305												
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0				f											
29	29	112	112	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	306										77		
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	307												
29	29	113	113	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	308										78		
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	309												
29	29	114	114	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	310										79		
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	311												
29	29	115	115	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	312										80		
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	313												
29	29	112	112	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	314										81		
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	315												
29	29	113	113	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	316										82		
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	317												
29	29	114	114	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	318										83		
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	319												
29	29	115	115	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	320										84		
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	321												
29	29	112	112	0.0	0	0	Dynamic	4/4	3	1	0				f											
29	29	112	112	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	322										85		
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	323												
29	29	113	113	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	324										86		
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	325												
29	29	114	114	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	326										87		
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	327												
29	29	115	115	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	328										88		
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	329												
29	29	112	112	0.0	0	0	Dynamic	4/4	4	1	0				f											
29	29	112	112	0.0	0	0	Dynamic	4/4	4	1	0				f											
29	29	112	112	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	330										89		
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	331												
29	29	113	113	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	332										90		
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	333												
29	29	114	114	0.75	1/2	1/2	Chord	4/4	4	1	3/16	1/8	3/2	334										91		
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	335												
29	29	115	115	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	336										92		
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	337												
30	30	116	116	0.0	0	0	Dynamic	4/4	1	1	0				f											
30	30	116	116	4.0	0	0	Chord	4/4	1	1	1	1	1	338												
30	30	116	116	0.0	0	0	Dynamic	4/4	2	1	0				f											
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	339												
30	30	116	116	0.0	0	0	Dynamic	4/4	3	1	0				f											
30	30	116	116	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	340										93		
30	30	117	117	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	341										93		
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	342										93		
30	30	118	118	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	343										93		
30	30	119	119	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	344										93		
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	345												
30	30	116	116	0.0	0	0	Dynamic	4/4	4	1	0				f											
30	30	116	116	4.0	0	0	Chord	4/4	4	1	1	1	1	346												
31	31	120	120	0.0	0	0	Spanner	4/4	1	1	0															17
31	31	120	120	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	347										94		17
31	31	121	121	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	348										94		17
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	349										94		17
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	350										94		17
31	31	123	123	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	351										94		17
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	352												17
31	31	120	120	0.0	0	0	Spanner	4/4	3	1	0															18
31	31	120	120	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	353										95		18
31	31	121	121	3.0	1/4	1/4	Chord	4/4	3	1	3/4	1/2	3/2	354												18
31	31	120	120	0.0	0	0	Spanner	4/4	4	1	0															19
31	31	120	120	4.0	0	0	Chord	4/4	4	1	1	1	1	355												19
32	32	124	124	0.0	0	0	Dynamic	4/4	1	1	0				f											
32	32	124	124	0.0	0	0	Spanner	4/4	1	1	0															
32	32	124	124	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	356										96		
32	32	125	125	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	357												
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	358										97		
32	32	125	125	0.0	1/4	1/4	Dynamic	4/4	2	1	0				f											
32	32	125	125	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	359										98		
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	360										98		
32	32	126	126	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	361										98		
32	32	127	127	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	362										98		
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	363												
32	32	124	124	0.0	0	0	Dynamic	4/4	3	1	0				f											
32	32	124	124	0.0	0	0	Spanner	4/4	3	1	0															
32	32	124	124	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	364										99		
32	32	125	125	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	365										99		
32	32	503/4	503/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	366										99		
32	32	126	126	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	367										99		
32	32	127	127	0.75	3/4	3/4	Chord	4/4	3	1	3/16	1/8	3/2	368										99		
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	369												
32	32	124	124	0.0	0	0	Dynamic	4/4	4	1	0				f											
32	32	124	124	0.0	0	0	Spanner	4/4	4	1	0															
32	32	124	124	4.0	0	0	Chord	4/4	4	1	1	1	1	370												
33	33	128	128	0.0	0	0	Spanner	4/4	1	1	0													97		20
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	371										97		20
33	33	129	129	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	372										97		20
33	33	519/4	519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	373										97		20
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	374										97		20
33	33	131	131	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	375										97		20
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	376												20
33	33	128	128	0.0	0	0	Spanner	4/4	2	1	0															21
33	33	128	128	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	377										100		21
33	33	129	129	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	378										100		21
33	33	131	131	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	379												21
33	33	128	128	0.0	0	0	Spanner	4/4	3	1	0															22
33	33	128	128	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	380										101		22
33	33	129	129	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	381												22
33	33	131	131	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	382												22
33	33	128	128	0.0	0	0	Spanner	4/4	4	1	0															23
33	33	128	128	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	383												23
33	33	131	131	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	384												23
34	34	132	132	0.0	0	0	Dynamic	4/4	1	1	0				p											
34	34	132	132	0.0	0	0	Spanner	4/4	1	1	0															
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	385										102		
34	34	133	133	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	386										102		
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	387												
34	34	134	134	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	388										103		
34	34	135	135	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	389										103		
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	390												
34	34	132	132	0.0	0	0	Spanner	4/4	2	1	0															
34	34	133	133	0.0	1/4	1/4	Dynamic	4/4	2	1	0				p											
34	34	133	133	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	391												
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	392												
34	34	132	132	0.0	0	0	Spanner	4/4	3	1	0															
34	34	133	133	0.0	1/4	1/4	Dynamic	4/4	3	1	0				p											
34	34	133	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	393												
34	34	135	135	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	394												
34	34	132	132	0.0	0	0	Spanner	4/4	4	1	0															
34	34	133	133	0.0	1/4	1/4	Dynamic	4/4	4	1	0				p											
34	34	133	133	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	395												
34	34	135	135	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	396												
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	397										104		
35	35	137	137	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	398										104		
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	399												
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	400										105		
35	35	139	139	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	401										105		
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	402												
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	403												
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	404												
35	35	137	137	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	405												
35	35	139	139	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	406												
35	35	137	137	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	407												
35	35	139	139	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	408												
36	36	140	140	0.3333333333333333	0	0	Chord	4/4	1	1	1/12	1/8	2/3	409										106		
36	36	421/3	421/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12	1/8	2/3	410										106		
36	36	422/3	422/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12	1/8	2/3	411										106		
36	36	141	141	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12	1/8	2/3	412										106		
36	36	424/3	424/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12	1/8	2/3	413										106		
36	36	425/3	425/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12	1/8	2/3	414										106		
36	36	142	142	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12	1/8	2/3	415										106		
36	36	427/3	427/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12	1/8	2/3	416										106		
36	36	428/3	428/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12	1/8	2/3	417										106		
36	36	143	143	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12	1/8	2/3	418										106		
36	36	430/3	430/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12	1/8	2/3	419										106		
36	36	431/3	431/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12	1/8	2/3	420												
36	36	141	141	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	421												
36	36	143	143	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	422												
36	36	141	141	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	423												
36	36	143	143	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	424												
36	36	141	141	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	425												
36	36	143	143	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	426												
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	427										107		
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	428										107		
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	429										107		
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	430										107		
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	431										107		
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	432										107		
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	433										107		
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	434										107		
37	37	146	146	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	435										107		
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	436										107		
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	437										107		
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	438										107		
37	37	147	147	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	439										107		
37	37	589/4	589/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	440										107		
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	441										107		
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	442												
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	443												
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	444												
37	37	145	145	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	445												
