mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1818									
121	121	481	481	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1819		articStaccatoAbove							
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1820		articStaccatoAbove							
121	121	482	482	0.0	1/2	1/2	StaffText	4/4	2	1	0								<i>cresc.</i>						
121	121	482	482	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1821							185		
121	121	483	483	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1822							185		
121	121	480	480	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1823									
121	121	961/2	961/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1824									
121	121	481	481	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1825									
121	121	963/2	963/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1826									
121	121	482	482	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1827									
121	121	965/2	965/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1828									
121	121	483	483	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1829									
121	121	967/2	967/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1830									
121	121	480	480	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1831									
122	122	484	484	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1832							183		
122	122	485	485	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1833							183		
122	122	486	486	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1834									
122	122	484	484	4.0	0	0	Chord	4/4	2	1	1			1	1	1835									
122	122	486	486	0.0	1/2	1/2	StaffText	4/4	3	1	0								<i>cresc.</i>						
122	122	486	486	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1836							186		
122	122	487	487	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1837							186		
122	122	484	484	0.0	0	0	StaffText	4/4	4	1	0								<i>cresc.</i>						
122	122	484	484	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1838							187		
122	122	485	485	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1839							187		
122	122	486	486	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1840							187		
122	122	487	487	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1841									
123	123	488	488	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1842							188		
123	123	489	489	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1843							188		
123	123	490	490	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1844									
123	123	491	491	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1845									
123	123	488	488	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	1846									
123	123	1465/3	1465/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	1847									
123	123	1466/3	1466/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	1848									
123	123	489	489	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	1849									
123	123	1468/3	1468/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	1850									
123	123	1469/3	1469/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	1851									
123	123	490	490	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	1852									
123	123	1471/3	1471/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	1853									
123	123	1472/3	1472/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	1854									
123	123	491	491	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	1855									
123	123	1474/3	1474/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	1856									
123	123	1475/3	1475/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	1857									
123	123	488	488	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1858							186		
123	123	489	489	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1859							186		
123	123	490	490	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1860									
123	123	491	491	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1861		articStaccatoAbove							
123	123	983/2	983/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1862		articStaccatoAbove							
123	123	488	488	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	1863									
123	123	491	491	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1864		articStaccatoAbove							
123	123	983/2	983/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1865		articStaccatoAbove							
124	124	492	492	0.0	0	0	Dynamic	4/4	1	1	0						f								
124	124	492	492	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1866									
124	124	493	493	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	1867									
124	124	495	495	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1868		articStaccatoAbove							
124	124	991/2	991/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1869		articStaccatoAbove							
124	124	492	492	0.0	0	0	Dynamic	4/4	2	1	0						f								
124	124	492	492	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1870							189		
124	124	493	493	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1871							189		
124	124	494	494	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1872									
124	124	495	495	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1873		articStaccatoAbove							
124	124	991/2	991/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1874		articStaccatoAbove							
124	124	492	492	0.0	0	0	Dynamic	4/4	3	1	0						f								
124	124	492	492	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1875							190		
124	124	985/2	985/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1876									
124	124	493	493	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1877		articStaccatoAbove							
124	124	987/2	987/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1878		articStaccatoAbove							
124	124	494	494	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1879									
124	124	492	492	0.0	0	0	Dynamic	4/4	4	1	0						f								
124	124	492	492	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1880							191		
124	124	985/2	985/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1881									
124	124	493	493	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1882		articStaccatoAbove							
124	124	987/2	987/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1883		articStaccatoAbove							
124	124	494	494	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1884									
124	124	495	495	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1885		articStaccatoAbove							
124	124	991/2	991/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1886		articStaccatoAbove							
125	125	496	496	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1887							192		
125	125	993/2	993/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1888									
125	125	497	497	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1889		articStaccatoAbove							
125	125	995/2	995/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1890		articStaccatoAbove							
125	125	498	498	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1891		articStaccatoAbove							
125	125	499	499	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1892		articStaccatoAbove							
125	125	999/2	999/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1893		articStaccatoAbove							
125	125	496	496	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1894							193		
125	125	993/2	993/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1895									
125	125	497	497	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1896		articStaccatoAbove							
125	125	995/2	995/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1897		articStaccatoAbove							
125	125	498	498	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1898		articStaccatoAbove							
125	125	499	499	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1899		articStaccatoAbove							
125	125	999/2	999/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1900		articStaccatoAbove							
125	125	497	497	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1901		articStaccatoAbove							
125	125	995/2	995/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1902		articStaccatoAbove							
125	125	498	498	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1903		articStaccatoAbove							
125	125	499	499	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1904		articStaccatoBelow							
125	125	999/2	999/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1905		articStaccatoBelow							
125	125	496	496	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1906							194		
125	125	993/2	993/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1907									
125	125	497	497	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1908		articStaccatoAbove							
125	125	995/2	995/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1909		articStaccatoAbove							
125	125	498	498	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1910									
125	125	499	499	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1911		articStaccatoBelow							
125	125	999/2	999/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1912		articStaccatoBelow							
126	126	500	500	0.0	0	0	Dynamic	4/4	1	1	0						fp								
126	126	500	500	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1913							195		
126	126	1001/2	1001/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1914									
126	126	501	501	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1915		articStaccatoAbove							
126	126	1003/2	1003/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1916		articStaccatoAbove							
126	126	502	502	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1917							196		
126	126	1005/2	1005/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1918									
126	126	503	503	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1919		articStaccatoAbove							
126	126	1007/2	1007/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1920		articStaccatoAbove							
126	126	500	500	0.0	0	0	Dynamic	4/4	2	1	0						f								
126	126	500	500	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1921									
126	126	500	500	0.0	0	0	Dynamic	4/4	3	1	0						f								
126	126	500	500	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1922									
126	126	500	500	0.0	0	0	Dynamic	4/4	4	1	0						f								
126	126	500	500	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1923									
127	127	504	504	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1924							197		
127	127	1009/2	1009/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1925									
127	127	505	505	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1926		articStaccatoAbove							
127	127	1011/2	1011/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1927		articStaccatoAbove							
127	127	506	506	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1928							198		
127	127	1013/2	1013/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1929									
127	127	507	507	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1930		articStaccatoBelow							
127	127	1015/2	1015/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1931		articStaccatoBelow							
128	128	508	508	0.0	0	0	Dynamic	4/4	1	1	0						fp								
128	128	508	508	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1932									
128	128	509	509	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1933		articStaccatoBelow							
128	128	1019/2	1019/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1934		articStaccatoBelow							
128	128	510	510	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1935		articStaccatoBelow							
128	128	511	511	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1936		articStaccatoAbove							
128	128	1023/2	1023/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1937		articStaccatoAbove							
128	128	509	509	0.0	1/4	1/4	Dynamic	4/4	2	1	0						p								
128	128	509	509	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1938		articStaccatoBelow							
128	128	1019/2	1019/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1939		articStaccatoBelow							
128	128	510	510	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1940		articStaccatoBelow							
128	128	511	511	0.0	3/4	3/4	Dynamic	4/4	3	1	0						p								
128	128	511	511	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1941		articStaccatoAbove							
128	128	1023/2	1023/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1942		articStaccatoAbove							
128	128	508	508	0.0	0	0	Dynamic	4/4	4	1	0						fp								
128	128	508	508	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1943							199		
128	128	1017/2	1017/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1944									
128	128	509	509	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1945		articStaccatoAbove							
128	128	1019/2	1019/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1946		articStaccatoAbove							
128	128	510	510	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1947							200		
128	128	1021/2	1021/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1948									
128	128	511	511	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1949		articStaccatoAbove							
128	128	1023/2	1023/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1950		articStaccatoAbove							
129	129	512	512	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1951									
129	129	513	513	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1952									
129	129	1027/2	1027/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1953									
129	129	514	514	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1954									
129	129	515	515	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1955									
129	129	1031/2	1031/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1956									
129	129	513	513	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1957									
129	129	1027/2	1027/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1958									
129	129	514	514	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1959									
129	129	515	515	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1960									
129	129	1031/2	1031/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1961									
129	129	512	512	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1962		articStaccatoAbove							
129	129	515	515	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1963									
129	129	1031/2	1031/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1964									
129	129	512	512	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1965							201		
129	129	1025/2	1025/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1966									
129	129	513	513	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1967		articStaccatoBelow							
129	129	1027/2	1027/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1968		articStaccatoBelow							
129	129	514	514	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1969							202		
129	129	1029/2	1029/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1970									
129	129	515	515	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1971									
129	129	1031/2	1031/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1972									
130	130	516	516	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1973							203		
130	130	1033/2	1033/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1974									
130	130	517	517	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1975		articStaccatoAbove							
130	130	1035/2	1035/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1976		articStaccatoAbove							
130	130	518	518	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1977							204		
130	130	1037/2	1037/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1978									
130	130	519	519	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1979		articStaccatoAbove							
130	130	1039/2	1039/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1980		articStaccatoAbove							
130	130	516	516	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1981									
130	130	516	516	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1982									
130	130	516	516	0.0	0	0	Dynamic	4/4	4	1	0						f								
130	130	516	516	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1983									
131	131	520	520	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1984							205		
131	131	1041/2	1041/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1985									
131	131	521	521	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1986		articStaccatoAbove							
131	131	1043/2	1043/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1987		articStaccatoAbove							
131	131	522	522	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1988							206		
131	131	1045/2	1045/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1989									
131	131	523	523	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1990		articStaccatoBelow							
131	131	1047/2	1047/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1991		articStaccatoBelow							
132	132	524	524	0.0	0	0	Dynamic	4/4	1	1	0						fp								
132	132	524	524	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1992									
132	132	525	525	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1993									
132	132	1051/2	1051/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1994									
132	132	526	526	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1995									
132	132	527	527	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1996									
132	132	1055/2	1055/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1997									
132	132	525	525	0.0	1/4	1/4	Dynamic	4/4	2	1	0						p								
132	132	525	525	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1998									
132	132	1051/2	1051/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1999									
132	132	526	526	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2000									
132	132	527	527	0.0	3/4	3/4	Dynamic	4/4	3	1	0						p								
132	132	527	527	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2001									
132	132	1055/2	1055/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2002									
132	132	524	524	0.0	0	0	Dynamic	4/4	4	1	0						fp								
132	132	524	524	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2003							207		
132	132	1049/2	1049/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2004									
132	132	525	525	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2005		articStaccatoAbove							
132	132	1051/2	1051/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2006		articStaccatoAbove							
132	132	526	526	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2007							208		
132	132	1053/2	1053/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2008									
132	132	527	527	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2009		articStaccatoAbove							
132	132	1055/2	1055/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2010		articStaccatoAbove							
133	133	528	528	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2011									
133	133	529	529	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2012									
133	133	1059/2	1059/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2013									
133	133	530	530	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2014									
133	133	531	531	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2015									
133	133	1063/2	1063/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2016									
133	133	529	529	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2017									
133	133	1059/2	1059/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2018									
133	133	530	530	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2019									
133	133	528	528	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2020									
133	133	531	531	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2021									
133	133	1063/2	1063/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2022									
133	133	528	528	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2023							209		
133	133	1057/2	1057/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2024									
133	133	529	529	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2025		articStaccatoBelow							
133	133	1059/2	1059/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2026		articStaccatoBelow							
133	133	530	530	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2027							210		
133	133	1061/2	1061/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	2028									
133	133	531	531	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2029		articStaccatoBelow							
133	133	1063/2	1063/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2030		articStaccatoBelow							
134	134	532	532	0.0	0	0	Dynamic	4/4	1	1	0						fp								
134	134	532	532	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2031							211		
134	134	1065/2	1065/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2032									
134	134	533	533	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2033		articStaccatoAbove							
134	134	1067/2	1067/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2034		articStaccatoAbove							
134	134	534	534	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2035							212		
134	134	1069/2	1069/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2036									
134	134	535	535	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2037		articStaccatoAbove							
134	134	1071/2	1071/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2038		articStaccatoAbove							
134	134	532	532	0.0	0	0	Dynamic	4/4	2	1	0						f								
134	134	532	532	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2039									
134	134	532	532	0.0	0	0	Dynamic	4/4	3	1	0						f								
134	134	532	532	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2040									
134	134	532	532	0.0	0	0	Dynamic	4/4	4	1	0						f								
134	134	532	532	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2041									
135	135	536	536	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2042							213		
135	135	1073/2	1073/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2043									
135	135	537	537	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2044		articStaccatoAbove							
135	135	1075/2	1075/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2045		articStaccatoAbove							
135	135	538	538	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2046							214		
135	135	1077/2	1077/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2047									
135	135	539	539	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2048		articStaccatoBelow							
135	135	1079/2	1079/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2049		articStaccatoBelow							
136	136	540	540	0.0	0	0	Dynamic	4/4	1	1	0						fp								
136	136	540	540	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2050									
136	136	541	541	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2051									
136	136	1083/2	1083/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2052									
136	136	542	542	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2053									
136	136	543	543	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2054									
136	136	1087/2	1087/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2055									
136	136	541	541	0.0	1/4	1/4	Dynamic	4/4	2	1	0						p								
136	136	541	541	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2056									
136	136	1083/2	1083/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2057									
136	136	542	542	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2058									
136	136	543	543	0.0	3/4	3/4	Dynamic	4/4	3	1	0						p								
136	136	543	543	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2059									
136	136	1087/2	1087/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2060									
136	136	540	540	0.0	0	0	Dynamic	4/4	4	1	0						fp								
136	136	540	540	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2061							215		
136	136	1081/2	1081/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	2062									
136	136	541	541	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	2063		articStaccatoAbove							
136	136	1083/2	1083/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	2064		articStaccatoAbove							
136	136	542	542	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2065							216		
